,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
1376,1376,"San Francisco, California, United States",Enterprise Account Manager at Vault Health,Account Manager at DroneDeploy,"University of California, Riverside",Political Science and English,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Vault Health,DroneDeploy,"621111 Walk-in physicians' offices (e.g., centers, clinics)","541511 Web (i.e., Internet) page design services, custom",62,54,Health Care and Social Assistance,76373.049,"Professional, Scientific, and Technical Services"
1377,1377,San Francisco Bay ,"Assistant Chief Pilot, Check Airman at Mira Vista Aviation",Captain at Pacific Coast Jet,+ 1 more,,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,Mira Vista Aviation,Pacific Coast Jet,488119 Vacuuming of airport runways,541611 Strategic planning consulting services,48-49,54,Transportation and Warehousing,65503.789,"Professional, Scientific, and Technical Services"
1378,1378,"Austin, Texas, United States",Associate at Amherst Holdings,Vice President at RCLCO Real Estate Advisors,"University of California, Riverside",Business/Managerial Economics,"University of California, Riverside","(30.2711286, -97.7436995)",Texas,Travis,Austin,30.271129,-97.7437,48453.0,Amherst Holdings,RCLCO Real Estate Advisors,,,,,,,
1379,1379,Los Angeles  ,Entertainment Attorney/Founding Partner at Ramo Law PC,,University of San Diego School of Law,Political Science and Government,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Ramo Law PC,,541110 Tax law attorneys' private practices,,54,,"Professional, Scientific, and Technical Services",77645.346,
1380,1380,Los Angeles  ,,VP of Customer Support at Albert,UC Riverside,,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,,Albert,,"523991 Trust companies, nondepository",,52,,,Finance and Insurance
1381,1381,"Costa Mesa, California, United States",Accounting and Operations recruiter at VincentBenjamin,Professional Recruiter at Maxim Healthcare Group,"University of California, Riverside",International Business,"University of California, Riverside","(33.6636611, -117.91946518435181)",California,Orange,Costa Mesa,33.663661,-117.919465,6059.0,VincentBenjamin,Maxim Healthcare Group,999990,,99,,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OEWS Designation)",69671.738,
1382,1382,"Los Angeles, California, United States",HealthCare Services Resident  at SCAN Health Plan,Co-Founder at Mentor Alliances Program,University of Southern California,Health/Health Care Administration/Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,SCAN Health Plan,Mentor Alliances Program,524114 Medical service plans without providing health care services,,52,,Finance and Insurance,80163.492,
1383,1383,"San Jacinto, California, United States",Field Event Manager at RingCentral,Event Manager at Meeting Nerd,"University of California, Riverside",Micro MBA,"University of California, Riverside","(33.7839664, -116.9589086)",California,Riverside,San Jacinto,33.783966,-116.958909,6065.0,RingCentral,Meeting Nerd,"517919 VoIP service providers, using client-supplied telecommunications connections",,51,,Information,73855.595,
1384,1384,,"Audit Senior at BDO USA, LLP",Senior Auditor at Davis Farr LLP,"University of California, Riverside",Business Economics,"University of California, Riverside",,,,,,,,"BDO USA, LLP",Davis Farr LLP,"541211 Public accountants' (CPAs) private practices, certified","541211 Public accountants' (CPAs) private practices, certified",54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1385,1385,"Fountain Valley, California, United States","Program Manager, Prime Video Digital Support at Amazon","Senior Manager, Genesis Customer Care at Hyundai Motor America","University of California, Riverside",Economics,"University of California, Riverside","(33.7038145, -117.9627349)",California,Orange,,33.703814,-117.962735,6059.0,Amazon,Hyundai Motor America,454110,441110 New car dealers,44-45,44-45,Retail Trade,56013.266,Retail Trade
1386,1386,"Los Angeles, California, United States",Enterprise Customer Success Manager at Density,Sr. Enterprise Customer Success Manager at Drift: Conversational Marketing,"University of California, Riverside",,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Density,Drift: Conversational Marketing,334418 Printed circuit boards loading,,31-33,,Manufacturing,69174.562,
1387,1387,"Cypress, California, United States",Senior Director of Software Engineering at Evite,Lead Software Engineer at Colony Logic,"University of California, Riverside","Mathematics, Sociology","University of California, Riverside","(33.8248235, -118.0399368)",California,Orange,,33.824824,-118.039937,6059.0,Evite,Colony Logic,812990 Wedding planning services,,81,,Other Services (except Public Administration),57824.628,
1388,1388,Doha  ,Chief Executive Officer at sKora Tech,Principal Owner and Founder at Kora Stars Sports Agency,"University of California, Riverside",Business Administration and Finance,"University of California, Riverside","(25.2856329, 51.5264162)",,,الدوحة,25.285633,51.526416,,sKora Tech,Kora Stars Sports Agency,,,,,,,
1389,1389,"Los Angeles, California, United States","Chief Executive Officer at Tkach Ventures, Inc",Managing Director at MTIP Commercial Real Estate,UC Riverside,,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,"Tkach Ventures, Inc",MTIP Commercial Real Estate,,,,,,,
1390,1390,San Diego  ,"Director, E-Commerce at Johnson Brothers",E-Commerce Channel Manager at MGP Caliper Covers,2000–2004,Computer Science,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,Johnson Brothers,MGP Caliper Covers,424490 Yeast merchant wholesalers,,42,,Wholesale Trade,68623.359,
1391,1391,"Rancho Cucamonga, California, United States",Supply Chain Manager at Cut Pak Co.,"Product Manager at Jowett Garments Factory, Inc.","University of California, Riverside",Statistics,"University of California, Riverside","(34.1279268, -117.56432205849399)",California,San Bernardino,Rancho Cucamonga,34.127927,-117.564322,6071.0,Cut Pak Co.,"Jowett Garments Factory, Inc.",,,,,,,
1392,1392,"Berkeley, California, United States",Founder & CEO at Semion,Co-founder & CTO at DeepScale Inc. (Acquired by Tesla in 2019),"University of California, Berkeley",EECS,"University of California, Riverside","(37.8753497, -122.23963364918777)",California,Alameda,Berkeley,37.87535,-122.239634,6001.0,Semion,DeepScale Inc. (Acquired by Tesla in 2019),"424990 Yarns, industrial, merchant wholesalers",,42,,Wholesale Trade,68623.359,
1393,1393,"Seattle, Washington, United States","Vice President of Clinical Development, Research at Athira Pharma","Principal Clinical Scientist at M3 Biotechnology, Inc.","University of California, Los Angeles",Biomedical Engineering,"University of California, Riverside","(47.6038321, -122.3300624)",Washington,King,Seattle,47.603832,-122.330062,53033.0,Athira Pharma,"M3 Biotechnology, Inc.",325414 Virus vaccines manufacturing,,31-33,,Manufacturing,69174.562,
1394,1394,"Los Angeles, California, United States",Director of Marketing at Oak Essentials at Jenni Kayne,"Retention Marketing at Oak Essentials at Jenni Kayne, Oak Essentials","University of California, Riverside",Communication and Media Studies,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Jenni Kayne,"Jenni Kayne, Oak Essentials",,,,,,,
1395,1395,"San Diego County, California, United States",Vice President Human Resources at Brain Corp,Global Head of Human Resources at StepStone Group,"University of California, Riverside",Major - Psychology / Minor - Creative Writing,"University of California, Riverside","(32.9637838, -116.7706277)",California,San Diego,,32.963784,-116.770628,6073.0,Brain Corp,StepStone Group,,"523930 Investment advisory services, customized, fees paid by client",,52,,,Finance and Insurance
1396,1396,CEO at Cyphen Limited,CEO at Cyphen Limited,,Peking University,国际经济,"University of California, Riverside",,,,,,,,Cyphen Limited,,561990 Trading stamp redemption services,,56,,Administrative and Support and Waste Management and Remediation Services,64366.438,
1397,1397,"Los Angeles, California, United States","Director of Brand Marketing, Corporate at Blackhawk Network","Director of Marketing, Banking as a Service & rapid! Pay at Green Dot Corporation",University of Virginia - Darden Graduate School of Business Administration,General Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Blackhawk Network,Green Dot Corporation,522320 U.S. Central Credit Union,522320 U.S. Central Credit Union,52,52,Finance and Insurance,80163.492,Finance and Insurance
1398,1398,"Corona, California, United States",Director Of Marketing Operations at Pechanga Resort & Casino,Winners Club & Promotions Manager at Morongo Casino Resort & Spa,"University of California, Riverside",Business,"University of California, Riverside","(33.8752945, -117.5664449)",California,Riverside,Corona,33.875294,-117.566445,6065.0,Pechanga Resort & Casino,Morongo Casino Resort & Spa,,,,,,,
1399,1399,"Riverside, California, United States","President at Century West Concrete, Inc.","Project Manager at Diaz Construction Co., Inc.",2003–2006,Psychology,"University of California, Riverside","(33.9459413, -117.41024442439222)",California,Riverside,Riverside,33.945941,-117.410244,6065.0,"Century West Concrete, Inc.","Diaz Construction Co., Inc.",,"238910 Wrecking, building or other structure",,23,,,Construction
1400,1400,"Ridgefield, Connecticut, United States","Vice President, Biostatistics and Data Science at IO Biotech",Director - Clinical Data Science at Boehringer Ingelheim,2006–2011,Statistics,"University of California, Riverside","(41.2814842, -73.4981792)",Connecticut,Fairfield,,41.281484,-73.498179,9001.0,IO Biotech,Boehringer Ingelheim,,424210 Vitamins merchant wholesalers,,42,,,Wholesale Trade
1401,1401,Los Angeles  ,Chief Financial and Administration Officer at Los Angeles Homeless Services Authority,CFO and Managing Director of Finance and Administration at Nonprofit Finance Fund,University of La Verne,Public Administration,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Los Angeles Homeless Services Authority,Nonprofit Finance Fund,"624190 Welfare service centers, multi-program",813410 Youth social clubs,62,81,Health Care and Social Assistance,76373.049,Other Services (except Public Administration)
1402,1402,Los Angeles  ,"Global Business Development at Senderex Cargo, Inc.",Director Of Business Development at Tazmanian Freight Systems,"California State University, Long Beach","Global Logistics Specialist Program, Global Logistics","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,"Senderex Cargo, Inc.",Tazmanian Freight Systems,488510 Shipping agents (freight forwarding),,48-49,,Transportation and Warehousing,65503.789,
1403,1403,"Citrus Heights, California, United States",Cloud Security Architect at SAIC,Senior Solutions Engineer at CyberArk,Xelias Aerial Arts,Tightrope & Trapeze,"University of California, Riverside","(38.7071247, -121.2810611)",California,Sacramento,,38.707125,-121.281061,6067.0,SAIC,CyberArk,"423120 Wheels, motor vehicle, new, merchant wholesalers","541511 Web (i.e., Internet) page design services, custom",42,54,Wholesale Trade,68623.359,"Professional, Scientific, and Technical Services"
1404,1404,"Portland, Oregon, United States",Founder at UBIAI,Senior Process Engineer at Intel Corporation,"University of California, Riverside",Materials Science,"University of California, Riverside","(45.5202471, -122.6741949)",Oregon,Multnomah,Portland,45.520247,-122.674195,41051.0,UBIAI,Intel Corporation,,"511210 Utility software, computer, packaged",,51,,,Information
1405,1405,"San Francisco, California, United States",Marketing Operations Manager at Synopsys Inc,Marketing Operations Manager at PubNub,Cerritos High,General Education,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Synopsys Inc,PubNub,"541511 Web (i.e., Internet) page design services, custom","541511 Web (i.e., Internet) page design services, custom",54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1406,1406,Los Angeles  ,"Manager, ERP at Guitar Center",SR Consultant at any digital,"University of California, Riverside",Business Econonics,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Guitar Center,any digital,451140 Sheet music stores,,44-45,,Retail Trade,56013.266,
1407,1407,"San Francisco, California, United States",Managing Director at JLL,Senior Vice President at JLL,UC Riverside,Sociology,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,JLL,JLL,"525910 Mutual funds, open-ended","525910 Mutual funds, open-ended",52,52,Finance and Insurance,80163.492,Finance and Insurance
1408,1408,"Orange County, California, United States",Senior Director of Product Marketing at SureCo - Healthcare & Technology,Director of Marketing at UFC GYM,"University of California, Riverside",Economics,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,SureCo - Healthcare & Technology,UFC GYM,,525120 Union health and welfare funds,,52,,,Finance and Insurance
1409,1409,"Anaheim, California, United States",Live Ops Manager at Scopely,Marketing Coordinator at O'Neil Software,"University of California, Riverside","Business, Management, Marketing, and Related Support Services","University of California, Riverside","(33.8347516, -117.911732)",California,Orange,Anaheim,33.834752,-117.911732,6059.0,Scopely,O'Neil Software,"511210 Utility software, computer, packaged","541511 Web (i.e., Internet) page design services, custom",51,54,Information,73855.595,"Professional, Scientific, and Technical Services"
1410,1410,New York City  ,President at Omega Global Logistics,Business Development Manager at AJ Worldwide Services,"University of California, Riverside","Logistics, Materials, and Supply Chain Management","University of California, Riverside","(40.7127281, -74.0060152)",New York,,New York,40.712728,-74.006015,36061.0,Omega Global Logistics,AJ Worldwide Services,,,,,,,
1411,1411,"Brentwood, Tennessee, United States",Director Of Corporate Procurement at Hearthside Food Solutions,Marketing at Brach's Confections,Keller Graduate School of Management of DeVry University,Business,"University of California, Riverside","(36.0325687, -86.7825235)",Tennessee,Williamson,,36.032569,-86.782524,47187.0,Hearthside Food Solutions,Brach's Confections,"311412 Whipped topping, frozen, manufacturing",,31-33,,Manufacturing,69174.562,
1412,1412,Los Angeles  ,President at Dr.Hemp,,"University of California, Riverside","Business, Management, Marketing, and Related Support Services","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Dr.Hemp,,,,,,,,
1413,1413,"New York, New York, United States",International Marketing at Sony Music Entertainment,Marketing at Def Jam Recordings,"University of California, Riverside",Public Policy - Health and International Policy,"University of California, Riverside","(40.7127281, -74.0060152)",New York,,New York,40.712728,-74.006015,36061.0,Sony Music Entertainment,Def Jam Recordings,"423620 Video cameras, household-type, merchant wholesalers",,42,,Wholesale Trade,68623.359,
1414,1414,"La Habra, California, United States",President at StrateSci Inc.,Visiting Professor/Lecturer at UCLA,"University of California, Riverside",Personality/Social Psycholgy,"University of California, Riverside","(33.9316066, -117.9454867)",California,Orange,,33.931607,-117.945487,6059.0,StrateSci Inc.,UCLA,,622110 Osteopathic hospitals,,62,,,Health Care and Social Assistance
1415,1415,,Retention Marketing Coordinator at GLAMNETIC,Social Media Marketing Coordinator at GLAMNETIC,"University of California, Riverside",Marketing,"University of California, Riverside",,,,,,,,GLAMNETIC,GLAMNETIC,,,,,,,
1416,1416,"Seattle, Washington, United States","Sr. Director, Product & Technology at T-Mobile",Managing Director at Coppei Partners,"University of Washington, Michael G. Foster School of Business",Biology,"University of California, Riverside","(47.6038321, -122.3300624)",Washington,King,Seattle,47.603832,-122.330062,53033.0,T-Mobile,Coppei Partners,517312,,51,,Information,73855.595,
1417,1417, St. Louis,Director Of Engineering at Capacity,Software Engineering Manager at Capacity,"University of California, Riverside",Computer Science,"University of California, Riverside","(38.6264256, -90.1995853)",Missouri,,Saint Louis,38.626426,-90.199585,,Capacity,Capacity,213113 Tunneling services for coal mining on a contract basis,213113 Tunneling services for coal mining on a contract basis,21,21,"Mining, Quarrying, and Oil and Gas Extraction",69910.58,"Mining, Quarrying, and Oil and Gas Extraction"
1418,1418,"Corona, California, United States",Owner at Ross Brothers Construction,,Riverside City College,,"University of California, Riverside","(33.8752945, -117.5664449)",California,Riverside,Corona,33.875294,-117.566445,6065.0,Ross Brothers Construction,,"236220 Warehouse, industrial, construction",,23,,Construction,64648.972,
1419,1419,"Los Gatos, California, United States",Vice President Operations & Quality at Looker,Head of SC GAIA: ML/ AI (Data Scientists and Engineering) at Ericsson,"University of California, Riverside",PsychoBiology,"University of California, Riverside","(37.226611, -121.9746797)",California,Santa Clara,,37.226611,-121.97468,6085.0,Looker,Ericsson,541611 Strategic planning consulting services,561499 Videoconferencing services,54,56,"Professional, Scientific, and Technical Services",77645.346,Administrative and Support and Waste Management and Remediation Services
1420,1420,,Software Developer at Bay Area Older Adults,"Software Engineer Intern at Petwello,LLC",UC Irvine,Electrical and Electronics Engineering,"University of California, Riverside",,,,,,,,Bay Area Older Adults,"Petwello,LLC",,,,,,,
1421,1421,"Argyle, Texas, United States",Director FP&A / Business Intelligence/ Finance PMO at iHerb Inc.,General Manager In House Brands at iHerb Inc.,California Baptist University,Management,"University of California, Riverside","(33.108831, -97.18012724904267)",Texas,Denton,Argyle,33.108831,-97.180127,48121.0,iHerb Inc.,iHerb Inc.,446191 Vitamin stores,446191 Vitamin stores,44-45,44-45,Retail Trade,56013.266,Retail Trade
1422,1422,"Orange County, California, United States","Senior Solutions Marketing Manager at Aruba, a Hewlett Packard Enterprise company",Marketing Content Manager / Content & Creative Team Leader at Beckman Coulter,"University of California, Davis - Graduate School of Management",Management and Strategy,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,"Aruba, a Hewlett Packard Enterprise company",Beckman Coulter,,334516 Ultraviolet-type analytical instruments manufacturing,,31-33,,,Manufacturing
1423,1423,"San Francisco, California, United States",Founding Team - Business Operations at Stealth Startup,Business Operations at Shiftsmart,"University of California, Riverside",Business Administration; Finance,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Stealth Startup,Shiftsmart,,"511210 Utility software, computer, packaged",,51,,,Information
1424,1424,"Sacramento, California, United States",Director of Civic Engagement and Strategic Partnerships at Office of California Governor Gavin Newsom,Director at The California Endowment,2008–2009,Political Science/Administrative Studies and Spanish Language,"University of California, Riverside","(38.5810606, -121.493895)",California,Sacramento,Sacramento,38.581061,-121.493895,6067.0,Office of California Governor Gavin Newsom,The California Endowment,,813319 World peace and understanding advocacy organizations,,81,,,Other Services (except Public Administration)
1425,1425,Los Angeles  ,Chief Strategy Officer at Ardent Consulting,"Chief Operating Officer at Behavioral Health Innovators, LLC.","University of California, Riverside",Engineering,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Ardent Consulting,"Behavioral Health Innovators, LLC.","541512 Systems integration design services, computer",,54,,"Professional, Scientific, and Technical Services",77645.346,
1426,1426,San Diego  ,Global Sourcing Manager at Petco,Strategic Sourcing Manager at DJO,"University of California, Riverside",Business Finance,"University of California, Riverside","(32.7174202, -117.1627728)",California,San Diego,San Diego,32.71742,-117.162773,6073.0,Petco,DJO,"424720 Petroleum and petroleum products merchant wholesalers (except bulk stations, terminals)","339113 Whirlpool baths (i.e., hydrotherapy equipment) manufacturing",42,31-33,Wholesale Trade,68623.359,Manufacturing
1427,1427,"Grand Junction, Colorado, United States",President Business Development at Autopaychecks Inc - HCM Solutions,Instructor at Grand Mesa Judo,UC Riverside,Geography,"University of California, Riverside","(39.063956, -108.5507317)",Colorado,Mesa,Grand Junction,39.063956,-108.550732,8077.0,Autopaychecks Inc - HCM Solutions,Grand Mesa Judo,,,,,,,
1428,1428,"Tustin, California, United States",Director of Production  at Steve Madden,Senior Sourcing Manager at BB Dakota,"University of California, Riverside",Business Administration,"University of California, Riverside","(33.7458511, -117.826166)",California,Orange,,33.745851,-117.826166,6059.0,Steve Madden,BB Dakota,454110,,44-45,,Retail Trade,56013.266,
1429,1429,Los Angeles  ,Engineering Manager at Black & Veatch,Senior Water Engineer / Certified Project Manager at Arcadis,"University of California, Riverside",Environmental Engineering,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Black & Veatch,Arcadis,561110 Office management services,561110 Office management services,56,56,Administrative and Support and Waste Management and Remediation Services,64366.438,Administrative and Support and Waste Management and Remediation Services
1430,1430,Los Angeles  ,Engineering Program Manager at Medtronic,Senior Ops R&D Engineer at Edwards Lifesciences,UCLA Anderson School of Management,Engineering/Industrial Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Medtronic,Edwards Lifesciences,541611 Strategic planning consulting services,"339113 Whirlpool baths (i.e., hydrotherapy equipment) manufacturing",54,31-33,"Professional, Scientific, and Technical Services",77645.346,Manufacturing
1431,1431,,Client Solutions Manager at Samsung Ads,"Sr. Manager, Programmatic at Dentsu","University of California, Riverside",Business Administration - Concentration in Marketing,"University of California, Riverside",,,,,,,,Samsung Ads,Dentsu,,541810 Advertising agency consulting services,,54,,,"Professional, Scientific, and Technical Services"
1432,1432, Porto Alegre,Data Science Corporate Leader at Agi,Data Science Specialist at Agibank,"University of California, Riverside",Spatial Statistics/Software Development,"University of California, Riverside","(-30.0324999, -51.2303767)",Rio Grande do Sul,Região Metropolitana de Porto,Porto Alegre,-30.0325,-51.230377,,Agi,Agibank,511140 Telephone directory publishers and printing combined,522110 State commercial banks,51,52,Information,73855.595,Finance and Insurance
1433,1433,Los Angeles  ,Co-Chief Investment Officer at First Foundation Inc.,Managing Director of Portfolio Strategy at First Foundation Inc.,"University of California, Riverside",Operations and Supply Chain Management,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,First Foundation Inc.,First Foundation Inc.,522110 State commercial banks,522110 State commercial banks,52,52,Finance and Insurance,80163.492,Finance and Insurance
1434,1434,"San Francisco, California, United States",Data Scientist at Figma,Sr Data Scientist at Snap Inc.,"University of California, Riverside",Marketing (Consumer Behavior),"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Figma,Snap Inc.,"541511 Web (i.e., Internet) page design services, custom","511210 Utility software, computer, packaged",54,51,"Professional, Scientific, and Technical Services",77645.346,Information
1435,1435,"Orange County, California, United States",Battery Engineer at Panasonic Energy of North America,Research Associate at Ormco,"University of California, Riverside",Chemical Engineering,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,Panasonic Energy of North America,Ormco,,339114 Ultrasonic dental equipment manufacturing,,31-33,,,Manufacturing
1436,1436,Hong Kong SAR,Head of Sustainability & Risk Governance at Link REIT,Head of Sustainability at Link REIT,Northwestern University - Kellogg School of Management,Class KH19,"University of California, Riverside","(22.350627, 114.1849161)",香港 Hong Kong,,,22.350627,114.184916,,Link REIT,Link REIT,,,,,,,
1437,1437,Los Angeles  ,Marketing Manager at Tapcheck Inc.,"Manager, Events and Prof Ed Support at Sonendo®, Inc.",1994–1994,Communications,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Tapcheck Inc.,"Sonendo®, Inc.",,339114 Ultrasonic dental equipment manufacturing,,31-33,,,Manufacturing
1438,1438,San Francisco Bay ,Global Channel Program Operations and GTM Strategy at NVIDIA,"Director, Worldwide Sales Operations at Western Digital","University of California, Riverside - A. Gary Anderson Graduate School of Management",Marketing,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,NVIDIA,Western Digital,334413 Wafers (semiconductor devices) manufacturing,"334112 Tape storage units (e.g., drive backups), computer peripheral equipment, manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
1439,1439,"Chino, California, United States","Project Manager, Expert at Experian",Lead QA Engineer at Sony Network Entertainment Int'l (SNEI),Education (same page),Business Economics,"University of California, Riverside","(34.0133561, -117.690075)",California,San Bernardino,,34.013356,-117.690075,6071.0,Experian,Sony Network Entertainment Int'l (SNEI),,,,,,,
1440,1440,,People Engagement Manager at Nisum,People & Culture Analyst at Nisum,2012–2016,"Business Administration and Management, General","University of California, Riverside",,,,,,,,Nisum,Nisum,541611 Strategic planning consulting services,541611 Strategic planning consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1441,1441,"San Diego County, California, United States",Vice President Of Business Development - Diagnostics Division at Invetech,"Director Of Business Development,  Diagnostics Division at Invetech",Claremont Graduate University - Peter F. Drucker and Masatoshi Ito Graduate School of Management,Biotechnology Business and Information Technology Management,"University of California, Riverside","(32.9637838, -116.7706277)",California,San Diego,,32.963784,-116.770628,6073.0,Invetech,Invetech,541618 Utilities management consulting services,541618 Utilities management consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1442,1442,Denver  ,"Founder at Leading on Purpose, Inc.",Strategic Development Partner at Executive Forum Denver,Colorado State University,Organizational Leadership,"University of California, Riverside","(39.7392364, -104.9848623)",Colorado,,Denver,39.739236,-104.984862,8031.0,"Leading on Purpose, Inc.",Executive Forum Denver,,,,,,,
1443,1443,"Santa Clara, California, United States","Director Global Sales Operations & Analytics at A10 Networks, Inc",Field Marketing Specialist at Brocade,1995–2000,,"University of California, Riverside","(37.2333253, -121.6846349)",California,Santa Clara,,37.233325,-121.684635,6085.0,"A10 Networks, Inc",Brocade,"511210 Utility software, computer, packaged",517311,51,51,Information,73855.595,Information
1444,1444,"Scottsdale, Arizona, United States",Sr. Vice President at MassMutual,Partner at New York Life Insurance Company,"UNIVERISITY OF CALIFORNIA, RIVERSIDE","Management Information Systems, General","University of California, Riverside","(33.4942189, -111.9260184)",Arizona,Maricopa,Scottsdale,33.494219,-111.926018,4013.0,MassMutual,New York Life Insurance Company,"531210 Selling real estate for others (i.e., agents, brokers)","523930 Investment advisory services, customized, fees paid by client",53,52,Real Estate and Rental and Leasing,60268.137,Finance and Insurance
1445,1445,"West Bloomfield Township, Michigan, United States","National Practice Leader, Client Accounting Advisory Services at UHY LLP, Certified Public Accountants",President at Falcon Holdings Management,"University of California, Riverside",,"University of California, Riverside","(42.5685582, -83.3733531)",Michigan,Oakland,,42.568558,-83.373353,26125.0,"UHY LLP, Certified Public Accountants",Falcon Holdings Management,,,,,,,
1446,1446,"Torrance, California, United States",Digital Product Manager at Charter Communications,SAFe Certified Product Owner (via Eliassen Group) at AT&T,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(33.8358492, -118.3406288)",California,Los Angeles,Torrance,33.835849,-118.340629,6037.0,Charter Communications,AT&T,517911 Wireless telecommunication resellers (except satellite),517312,51,51,Information,73855.595,Information
1447,1447,,Dean and Regional Title IX & Equity Officer at Los Angeles Community College District,Dean of Student Services & Equity at Los Angeles Pierce College,California State University-Long Beach,Educational Leadership,"University of California, Riverside",,,,,,,,Los Angeles Community College District,Los Angeles Pierce College,"611210 Schools, junior college vocational",,61,,Educational Services,67390.465,
1448,1448,,Global Account Manager at TikTok,"Manager, Account Services - West at ZEFR","University of California, Riverside",Economics,"University of California, Riverside",,,,,,,,TikTok,ZEFR,"541511 Web (i.e., Internet) page design services, custom","541511 Web (i.e., Internet) page design services, custom",54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
1449,1449, Madrid  ,Head of Marketing and Communication at Indizen - Scalian Group,Técnico de Marketing y Comunicación at Indizen - Technology & Business Confluence,ThePowerMBA,Marketing expert,"University of California, Riverside","(40.4167047, -3.7035825)",Comunidad de Madrid,Área metropolitana de Madrid y Corredor del,Madrid,40.416705,-3.703582,,Indizen - Scalian Group,Indizen - Technology & Business Confluence,,,,,,,
1450,1450,,"Communications Specialist at IFPTE Local 21, AFL-CIO",Field Representative at California State Assembly,"University of California, Riverside",Public Policy,"University of California, Riverside",,,,,,,,"IFPTE Local 21, AFL-CIO",California State Assembly,,,,,,,
1451,1451,,Manager of the Innovation and Creativity Unit at Knowledge Economy and Technology Transfer Center,"Graduate Teaching Assistant at University of California, Riverside","University of California, Riverside",Experimental Condensed Matter Physics,"University of California, Riverside",,,,,,,,Knowledge Economy and Technology Transfer Center,"University of California, Riverside",,"923110 University regents or boards, government",,92,,,
